uεόν,renovatur,induo
υιὅς,Filius,dico2
υιὧν,Israhel,filia
φάνης,tertius,pars
φάγος,manduco,bibo
φάραγξ,humilio,prava
φάτνη,praesaepe,positus
φανέρωσις,manifestatio,uniquique
φαντάζω,exterreo,terribilis
φαρές,gigno,Esrom
φαρισαιόυ,Pharisaei,rogo
φανερόω,appareo,manifesto
φαρμακάω,furtum,homicidium
φαρισαιο͂ι,Pharisaei,scriba
φαρμακόω,servientes,caneo
φέρτατος,Felicem,salvum
φελόνην,Troade,Carpum
φήλικος,regium,ibi
φῆλιξ,Felix,Paulum
φῆστος,Festus,Caesarea
φθαρτός,corruptibilis,incorruptibilis
φθινοπωρινός,sinis,macula
φθόνος,invidiam,malitia
φθορεύς,libertas,corruptionis
φίλημα,osculum,saluto
φίλων,amicus,numquam
φιάλλω,septem,fiala
φιλάδελφος,amator,fraternitas
φιλαδελφιά,fraternitas,careo
φιλαδελφιάς,fraternitas,invicem
φιλαργυριά,fidus,malus2
φιλήμων,Philemoni,adiutor
φιλόθεος,protervi,voluptatium
φιλόξενος,hospitalis,murmuratio
φιλότεκνος,adulescentula,prudentia
φιλοξενιάν,hospitalitas,communico
φιλοσοφιάς,videte,inanis
φιμόω,obmutesco,exeo
φλογίζω,lingua,inflammo
φόβηθρά,pestilentia,terror
φόρος,tributus,timor
φοί,fur,comprehendo
φοινίκη,Foenicen,invenissemus
φονεύς,homicida,appetitor
φονευέτε,possum,litigo
φορέω,mollia,sedes
φορτιά,onus,digitus
φορτιόυ,navis,video
φράσσω,adipiscor,devicerunt
φραγμός,parabola,vineam
φρεναπάτης,vaniloqui,inoboedio
φρίσσω,contremesco,daemones
φρόνιμος,prudens,sapio
φρουρέω,custodio,fides
φύγελος,Phygelus,Hermogenes
φύραμα,massa,fermentum
φυγή,hiems,oratum
φυλεύς,tribus,milium
φυλακή,carcer,custodio
φυόυσα,amaritudo,sursum
φυσιόω,inflo,careo
φυτευέι,grex,vineam
φώς,petitum,introgressus
φωτίζω,inlumino,illumino
φωτισμός,illuminatio,scientia
χάραγμα,bestia,caracter
φωνή,vocem,vox
χάρισμα,gratia,gratiae
χαλάω,sporta,summitto
χαλεπός,periculosus,insto
χαλινός,circumfero,consentio
χαλκηδών,fundamentum,murus
χαλκόω,lapis,pretiosus
χαναάν,Chanaan,inveniebant
χαρακτήρ,peccatum,verbo
χαρράν,Charram,indo
χείμαρρος,egredior,trans
χεῖλος,labia,lingua
χειμών,hiems,oratum
χειρόγραφος,contrarium,affigo
χειροποιήτα,manufactis,sanctum
χερουβείν,propitiatorium,cherubin
χίλιοι,mille,annius
χιλιάρχον,tribunus,centurio
χιλιών,lacus,extra
χλιαρός,frigidus,calidus
χιτών,tunica,duo
χόρτασμα,Chanaan,inveniebant
χοῖνιξ,denarius,laedo
χολάω,bibo,sabbatum
χορήγησις,semen,multiplico
χορτάζω,saturo,manducaverunt
χουζᾶ,Iohanna,Susanna
χρειά,ordino,Martha
χρειάς,necessaria,honoraverunt
χρή,maledictio,oportet
χρῆμα,pecunia,apostolus
χρηματισμός,curvaverunt,Baal
χρηστότης,bonitas,benignitas
χρίω,ungo,oleo
χριστιανός,Christianum,Christianus
χρόνος,tempus,adhuc
χρονοτριβέω,pentecosten,festino
χρυσιόν,aurum,singulus
χρυσιών,indumentum,circumdatio
χρυσός,aurum,stultus
χρώς,etiam,egredior
χωλόομαι,caecus,claudo
χωρέω,capio,eunuchus
χωριά,insula,suscipio
χωριών,vendebant,pretio
ψασθε,plenus,considerate
ψεῦδις,mendacium,operatio
ψευδάδελφος,periculum,fallo
ψευδόχριστος,pseudochristi,etiam
ψευδομάρτυρα,fallo,testis
ψευδομαρτυριάι,furtum,homicidium
ψευδώνυμος,profanus,vocum
ψηφίζω,numerus,conputo
ψιχιών,at,Domine
ψυχας,ovium,anima
ψυχρός,frigidus,calidus
ψωμιόν,panis,intingo
ὦσις,diligo,mundus2
ὠσηέ,misericordia,consequor
ὠδίνω,parturiens,dolus
ὠτιόυ,sanavit,tango
ὠφελιά,utilitas,Iudaeo
ὥσπερ,ito,sic
ὧραι,uxor,quasi
ὡσεί,ferus,hora
ως,quasi,benedictio
ὡς,sicut,non
τίς,edo,dico2
̔ραάβ,Raab,meretrix
̔ραγαύ,Ragau,Phalec
̔ραχάβ,gigno,Booz
̔ρήγιον,Syracusam,venissemus
̔ρόδον,venimus,indo
̔ρούθ,gigno,Booz
̔ρουβήν,milium,duodecim
̔ρώμης,Aquilam,accedo
̔ρωμαιόυς,ito,eicio
̔ρωμαιο͂ί,rogo,urbs
̔ρωμαιών,mos,trado
ἄγαμος,uxor,sinis
ἄγκιστρον,sumo,primus
ἄγνοια,ignorantia,intellego
ἄδολος,lac,rationalis
ἄθεος,sinis,conversatione
ἄκαιρος,importune,oportune
ἄκαρπος,sinis,fructus2
ἄκρων,eligo,usque
ἄλευρον,fermento,similis
ἄγω,adduco,duco
ἄλυπος,sinis,iterum
ἄμεμπτος,sinis,querela
ἄμπελος,maneo,bibo
ἄνεμος,ventus,marum
ἄνθραξ,exsurio,potus
ἄνοιξις,mysterium,sermo
ἄντλημα,haurio,Domine
ἄνωθεν,desursum,scissus
ἄνη,dico2,ego
ἄπειμι,absum,praesens
ἄραγε,igitur,cognosco
ἄργυρος,argentum,lapis
ἄπιστος,infidelis,fidelis
ἄρκεσις,prudens,sufficio
ἄροτρον,retro,nemo
ἄρσην,masculus,invicem
ἄρτι,modo,usque
ἄρτος,panis,panus
ἄρωμα2,aroma,sabbatum
ἄσιτος,rogo,exspecto
ἄσπιλος,immaculatus,inviolati
ἄστρον,sidus,sol
ἄτεκνος,uxor,sinis
ἄτομος,immuto,momentum
ἄφεσις,remissio,peccatum
ἄφνω,subitus,repens2
ἄφωνος,voce,mutum
ἄψυχος,sive,sinis
ἀβαδδών,nome,fero
ἀβειληνῆς,tetrarches,Caesaris
ἀβιούδ,gigno,Eliachim
ἄχρι,usque,donec
ἀγάπη,caritas,dilectio
ἀγαθοποιέω,benefacio,an
ἀγαλλίασις,exultatione,conservare
ἀγανάκτησις,incontaminatus,opero
ἀγαπητός,carus,dilectus
ἀγγέλλω,Maria,Dominum
ἄνθρωπος,homo,edo
ἀγέλη,porcus,grex
ἀγενής,contemptibilis,ignobilis
ἀγνοέω,ignoro,an
ἀγνωσιάν,ignorantia,imprudens
ἀγοράομαι,forus,invicem
ἀγράμματος,sinis,cognosco
ἀγρεύω,capero,Pharisaeis
ἀγριελαιόυ,natura,insero
ἀγρυπνιάις,vigiliis,ieiunium
ἀγωνίζομαι,certamen,laboro
ἀδάπανος,evangelium,sinis
ἀδηλότης,incertus,spero
ἀδίκημα,iniquitas,pervenerunt
ἀδελφή,soror,mater
ἀδικιάις,memoro,iniquitas
ἀδικέω,noceo,iniuria
ἀδμείν,Aminadab,Aram
ἀδυνατέω,impossibilis,transeo
ἀζώρ,gigno,Eliachim
ἀθέτησις,reprobatio,inutilitas
ἀθηναῖος,advenae,atheniensis
ἀθυμόω,provocare,animus
ἀκαθαρσιᾴ,immunditia,iniquitas
ἀκαιρέω,sentio,vehementer
ἀκατάλυτος,insolubilis,carnalis
ἀκαταπάστους,maledictio,avaritiae
ἀκαταστασιάις,vigiliis,ieiunium
ἀκάθαρτος,immundus,exeo
ἀκηκοάσιν,intellego,videbunt
ἀκέω,verbum,surgo
ἀκμάζω,falx,acutus
ἀκοῆ,intellego,auris
ἀκουέιν,auris,possum
ἀκουόντάς,insto,salvum
ἀκουέτε,videtis,nubis
ἀκουόντι,appono,liber
ἀκουώ,quaero,voluntatem
ἀκρασιάν,invicem,iterum
ἀκρίβεια,veritatem,eruditus
ἀκριβόω,magus,tempus
ἀκροβυστιά,praeputium,circumcisio
ἀκροβυστιάς,praeputium,iustitia
ἀκροθινιών,praecipuus,intuo
ἀκώλυτος,sinis,prohibitio
ἀλαζονιά,mundo,concupisco
ἀλαλάζω,heiulor,archisynagogus
ἀλείφω,pedes,ungo
ἀλεξανδρινόν,alexandrinus,transpono
ἀλήθω,relinquo,molo
ἀληθειάς,veritatis,veritate
ἀκούω,audio,dico2
ἀληθής,vere,testimonium
ἀλλαχοῦ,praedico,ibi
ἀλλότριος,alienum,sto
ἀλλοτριᾴ,subicio,tracto
ἀλλοτριεπίσκοπος,appetitor,maledicus
ἀλλοτριών,alienum,acies
ἀλυσιτελής,vestris,oboedio
ἀμάρτυρος,vix,immolo
ἀμαράντινος,immarcescibilis,percipio
ἀμελέω,neglego,testamentum
ἀμεταμέλητος,opero,vocatio
ἀμήτωρ,sinis,genealogia
ἀμιναδάβ,gigno,Naasson
ἀμόω,abortivo,visus
ἀμπελών,vineam,vineae
ἀμφίβληστρον,marum,piscator
ἀμφιβάλλω,marum,piscator
ἀμώμητος,inveniri,inviolati
ἀνάβλεψις,Ananiam,inpono
ἀνάγνωσις,propheta,exhortatio
ἀνάθεμα,anathema,maranatha
ἀνάκρισις,scriba,Agrippa
ἀνάμνησις,commemoratio,ago
ἀνάπτω,ascendo,festus
ἀνάχυσις,peregrinor,blasphemo
ἀναβαθμός,gradus,silentium
ἀναβλέπω,respicio,caecus
ἀναγεννάω,incorruptibilis,corruptibilis
ἀναγκαῖος,necessaria,permaneo
ἀναγκαιόυς,necessaria,convocatis
ἀναδείκνυμι,suscipio,duo
ἀναζητέω,requiro,Tarsum
ἀναθάλλω,sentio,vehementer
ἀναίρεσις,apostolus,regio
ἀνακαθίζω,resedeo,at
ἀνακαινόω,renovatur,corrumpo
ἀναιρέω,interficio,occido
ἀνακεφαλαιόω,Christo,dispensatio
ἀναλἁβών,Lucas,Marcum
ἀνακρίνω,iudico,interrogo
ἀναλίσκω,consumo,invicem
ἀναλύω,coarto,Christo
ἀναμιμνήσκω,recordor,gallus2
ἀναπαήσονται,beatum,Domino
ἀνανίας,Ananias,nomen
ἀναπαυέται,beatum,exprobro
ἀναπείθω,persuadeo,lego
ἀναπίπτω,discumbo,recumbo
ἀναρίθμητος,harena,uno
ἀνασπάω,continuus,rursus
ἀνασταυρόω,rursus,prolabor
ἀναστροφή,conversationem,conversatione
ἀνατίθημι,curro,revelationem
ἀνατρέφω,nutrio,natus2
ἀναφωνέω,benedico,ventris
ἀνδραποδιστής,plagiarius,concubitor
ἀνδρίζω,viriliter,conforto
ἀνέγκλητος,crimen,sinis
ἀνένδεκτος,impossibilis,scandalum
ἀνεγγελάω,desidero,intellego
ἀνεκτός,remitto,iudicium
ἀνεμίζομαι,haesito,movetur
ἀνεξιχνιάστοι,scientia,investigabiles
ἀνεπίλημπτοι,irreprehensibilis,praecipio
ἀνεύθετος,hiemo,portus
ἀνεψιός,saluto,Marcus
ἀνήκω,pertineo,res
ἀνθίστημι,resisto,resto
ἀνθρώ,invocatum,requiro
ἀνθρώπωνἐφοβοῦντο,Iohannem,propheta
ἀνθύπατος,proconsularis,proconsul
ἀλλά,sed,non
ἀνόητος,Graecis,debitor
ἀνοήτοί,stultus,sic
ἀνοικοδομέω,erigo,aedifico
ἀνομιᾴ,iniquitas,iustitia
ἀνομιάς,iniquitas,hypocrisis
ἀνοχέω,iustitia,fidus
ἀνταγωνίζομαι,resto,nondum
ἀνταπόδοσις,Domino,servite
ἀντέχω,alter,servire
ἀντίθεσις,profanus,vocum
ἀντίτυπος,baptisma,forma
ἀντιδιατίθεμαι,modestia,resisto
ἀντιλαμβάνω,suscipio,magus
ἀντίος,malus2,dens
ἀντιλογιᾴ,contradictio,abeo
ἀντιλοιδορέω,maledico,comminor
ἀντιπαρέρχομαι,Levita,praeterivit
ἀντιόχεια,Antiochiam,ecclesia
ἀντιστρατεύομαι,membrum,repugno
ἀντοφθαλμέω,conor,nave
ἀνώτερος,superus,holocaustomata
ἀξίνη,arbor,excido2
ἀξιόω,duplex,presbyterium
ἀπάτη,verbum,sinis
ἀπαγγελεύς,benus,dilectus
ἀπάγω,duco,sacerdos
ἀπαίρω,sponsus,aufero
ἀπαλλάσσω,apud,etiam
ἀπαντάω,leprosus,ingredior
ἀπαρνέομαι,sequor,vult
ἀπασπάζομαι,valefecissemus,invicem
ἀπε,fabulus,praesto2
ἀπέναντι,Maria,contra
ἀπείθεια,introeo,incredulitas
ἀπειθειάς,incredulitas,incido2
ἀπειθιάν,incredulitas,concludo
ἀπειλή,minae,inspiro
ἀπελαύνω,minavit,tribunal
ἀπεκδέχομαι,exspecto,revelationem
ἀπελλῆς,Apellen,probus
ἀπερίσπαστος,honestum,utilitas
ἀπηέͅσαν,dimitto,confestim
ἀπιστιᾴ,incredulitas,fidus
ἀπόδημος,relinquo,operio
ἀπόκειμαι,repono,mina
ἀπόκρυφος,abscondo,occulo
ἀποβάλλω,amitto,proiectum
ἀποβολή,amissio,animus
ἀπογραφεύς,post,pereo
ἀπόστολος,apostolus,Paulus
ἀποδείκνυμι,excipio,sermo
ἀποδεκατοῖν,Levi,quisquis
ἀποδιορίζω,segrego,Spiritum
ἀποδὥσει,Alexander,aerarius
ἀποθησαυρίζω,veram,apprehendo
ἀποκάλυψις,revelationem,revelatione
ἀποκαλύπτω,Pater,revelabitur
ἀποκατάστασις,suscipio,propheta
ἀποκλείω,ostium,pulso
ἀποκρύπτω,abscondo,saeculum
ἀποκτείνω,occido,interficio
ἀπολάπτω,videte,vosmet
ἀπολήμψεσθε,Domino,servite
ἀπολλώνιος,perambulo,Apolloniam
ἀπολογιά,interrogo,apud
ἀπολογιάς,praesento,ratio
ἀπολυέις,pax,dimitto
ἀπομάσσω,adpropinquavit,adhesit
ἀποπίπτω,squama,visum
ἀποπνίγω,spina,suffocaverunt
ἀπολύω,dimitto,uxor
ἀπορρέω,consterno,duo
ἀποσκιάσμα,apud,perfectus
ἀποστασιά,modo,peccatum
ἀποστολή,apostolatus,opero
ἀποστυγέω,invicem,fraternitas
ἀποτελέω,peccatus,consummo
ἀποτινάσσω,excutio,patior
ἀποτομιάν,parco,ramus
ἀποφέρω,Hierusalem,probaveritis
ἀποφορτίζομαι,navis,Cypro
ἀποχωρίζω,insula,dissensio
ἀπρόσκοπος,sinis,offensio
ἀπώλεια,perditio,interitus2
ἀράμ,gigno,Aminadab
ἀργέω,avaritia,verbis
ἀποστέλλω,mundus2,occido
ἀργυριῴ,corruptibilis,vana
ἀργύριον,pecunia,argenteus
ἀρεσκιάν,cresco,ambulo
ἀρετάω,virtute,pietas
ἀρέσκω,placeo,placo
ἀρή,maledictio,amaritudo
ἀριθμέω,numeratus,capillus
ἀριστερός,dexter,sinistra
ἀρκετός,sufficio,sollicitus
ἀρνιά,etiam,Domine
ἀρνιῴ,agnus,virgines
ἀρραβών,pignus,dedo
ἀρτέμων,iungo,aufero
ἀρτύω,sal,condio
ἀρχαιᾶ,nova,Christo
ἀρχαιο͂ς,antiquus,serpo
ἀπό,ab,autem
ἀρχέλαος,secedo,timeo
ἀρχιερατικοῦ̓,Annas,Alexander
ἀρχιερεών,sacerdos,princeps
ἀρχισυνάγωγος,archisynagogus,princeps
ἀρχιτρίκλινος,architriclinus,aqua
ἀσέβεια,impietas,iniustitia
ἀσεβειάς,impietas,impius
ἀσελγειάις,luxuria,comesationibus
ἀσθένημα,imbecillitas,infirmus
