τριάριοι,triarii
ἀνήνοθε,surrotatus
σκέπαρνον,liquis
ἄντρον,cella
δράξ,digitulus
ἐνδείκνυμι,ostento
ἤρανος,aedituens
χωρισμός,diuidus
ἀεικίζω,conuitio
δασύτης,aspritudo
ὁμόσπορος,indidem
εὐγηρία,anilitas,peruiridis
χαλκοβατής,aerisonus,pyropus
θυῖον,resinatus
ἀσοφία,stupiditas
δυσκλήρημα,infelicitas
μύρμηξ,formica
ἀπόφασις,negantia
σκαλαθυρμάτιον,delectatiuncula
ἀπερίοπτος,parabolus
διφρήλατος,ingestabilis
ἄχορδος,neruiae
ὡροσκοπεῖον,spectio
ἀπαιολάω,intrico
συνδώδεκα,duodecies
καππυρίζω,concipilo
ὁμοῦ,simul
κινναμωμοφόρος,sistratus,saxifer
θυρίς,specularis
ὄθριξ,capillitium,capillaceus
ἀνταπόδοσις,retributio
ψόγος,reprehensio
στατίζω,superasto
ἀμφιλαφής,conuallis
προπάροιθε,praeduco
βαραθρώδης,sterquilinium
ἄσωστος,praeterduco
στοιχειώδης,litterarius
φωνή,uox
ὑπομάσσω,accubuo
καταέννυμι,indusio,inuestio
συνανάγω,uniuersaliter
ἑνδεκάκλινος,undeni
παρώρεια,oreon
μικραδικητής,perieratiuncula
πολυγηθής,uinnulus
ὁπλίζω,praeparo
τετρώροφος,quadrifluuium
ἐμπεριάγω,rotator
λατρεύς,cacula,cacus
ἄνα,rex
θαλαμήϊος,decanicum
λέπος,diagramma
μετονομάζω,mustus
τάραξις,turbatio
ναστός,placenta
καρπάσινος,speusticus
κρυμός,gelatus,gelum
κόλλοψ,collaris
ὑγραντικός,perfusio
ὄρθριος,matutinus,matutinalis
θηλή,papilla
ἐπεγκαλέω,procuratiuncula
αὐτοχειρία,chirographum
ἀθαλάσσωτος,pelagicus
παρέστιος,municipatim
περαντικός,apodixis
ἀποφορά,pensio
ἐπιβατός,peruiam
λιθόφορος,asportatio,calculensis
τάλαρος,cophinus,calathus
ἰσοσκελής,exaequo
κούφισις,subleuatio,releuatio
περίρρυτος,redimio
γλυκίνας,diachyton
φιδίτιον,cenatio
ἀμέριστος,indiuiduus
τρίπλεθρος,tripedaneus,triga
ἄνω,superus
συνημμένως,contextim
εἰσαρπάζω,progesto
στρεφεδινέω,perneo
διερέω,irroro,cohumido
παρερύω,altrouorsum
ἐπαριθμέω,renumero
ὑδατόω,hydropicus
ταχύδακρυς,auulsor
λοχαῖος,floridulus
ἶφι,pollentia
πελεκίζω,detrunco
ἀποτίμημα,praes
ἕκμηνος,bimestris
ποδαγρικός,podagrosus,podager
ἐπιδεής,dupondius
ἀναβατήριον,litamen
κιθάρισις,citharista,cithara
λίστρον,rutrum
εἰκαστής,compressor
ἀλαζόνευμα,frustum
διομήδεια,monarchia
πολλαχοῦ,multifarius
δή,iam,tum
εὐτροφία,beatitas
ἄτοξος,sagittula
ὑποσκιάζω,moderatim
οὐλάς,succrispus
ψυχρολογία,deliramentum,gerrae
κεραυνόβολος,protono
δηκτήριος,mordacitas
εὐεξαπάτητος,clusilis
θνῄσκω,efflicto,emortuus
ἐπισεύω,inserpo
ἐναντιολογία,obloquium,antinomia
ἄχωρ,furfur
ὑπτιάω,maceo
τευχηστήρ,duellis,parmatus
συναγωγή,educatus
τριπλάσιος,quoad
ἐπίληθος,lamentarius
μετεωροκοπέω,blatio
αἰσύμνιον,consentium
ἀναψάω,detergeo,effingo
χρυσόκερως,bucerus
γλαύξ,noctua
πολύκωπος,decemremis
σύμπλοος,praenauigatio
διαφάνεια,perspicuitas
συνεξαίρω,consum
ἐπειλέω,eurus
αἶσχος,deformitas
ἐκχώννυμι,choma
ἱπποκόμος,strator
ἐλασείω,optatio
ὀρφανίζω,pupillaris
ἀγαστός,euge
νύγμα,repungo
εἱαμενή,pratulum
συμμιμνήσκομαι,ingesto
ὄβριμος,sapientipotens
εὐποιητικός,beneficus
συγκαταγήρασις,obnatus
μεριδάρχης,strategia,toparcha
ἐγκατασκήπτω,superruo
τομάς,erugatio
ἐγχειρητής,compressor
στρατοπεδεία,mensor
προσεμβαίνω,introgredior
ἀληθόμαντις,pseudopropheta
ἑλίτροχος,rotatus
ψυχοπομπός,perductor
ἀποκρούω,decutio
τελωνέω,portorium
ἐπιστηρίζω,inserpo
ἐπιγιγνώσκω,noscito
λέπω,delibro
νεώσοικος,hydrolapathum
ἅβρα,ancillatus
ἱκετήριος,oliua
συνοικία,domuncula
ἀνυπόκριτος,depilis
μνησικακέω,ursus
πλησμονή,plenitas
πολυμαθία,discentia
εὐχαίτης,perpulcher
κυκλοπορέω,praeteruerto
ἀλαπαδνός,diffututus
τῇ,aliubi,interrado
ἄνοσος,aegror
αὐστηρός,austerus
πρόσχημα,praetextus
θυμομαχέω,licitor
σύσπαστος,ductim
ξηραντικός,interaresco,exsicco
ἐπιθεωρέω,spectus
δωρεά,datus
κατάγω,deduco
φιλιόω,amiculus
γρυπότης,aduncitas
ἐργοδότης,cauator
ἀστερόω,stello
ἑλειονόμος,cismontanus
περιπευκής,peracerbus
μολυβδοχοέω,molybdus
συνάλλαγμα,confoederatio
διόβλητος,perpulsus
νηνεμία,desitus
συστασιάζω,strophium
σχαλίς,trifurcium
συνδοκιμάζω,perscrutor
ἐποτρύνω,instigo
χαλκεγχής,lanceola
ἑτερόφωνος,aduecticius
θαλαμήπολος,galliambus
ἀντεφορμέω,ancorarius
ἀβλεννής,mucus
κοιλοκρόταφος,templatim
αὐτοετής,annotinus,annualis
πάρμη,argyraspis
ἀποπλίσσομαι,tolutim,tolutarius
φορμικτής,ludor
ἀντί,contra
ταυροσφαγέω,synanche
ἐφηγέομαι,molybdus
χιονόχρως,ninguis,ninguidus
μελοποιός,melicus,lyricus
ἐρῳδιός,asterias
ἔβρος,attagus,hircinus
ὑφημιόλιος,consistio
ἀνδρώδης,uiratus
ἐγκατασπείρω,insemino
ἐγκαιρία,tempestiuitas
πάγκακος,pessimo
πορνοβοσκέω,scortor
ἐπιμειδάω,surrideo
ἑρκίον,saepicula
ἀμυντήριος,antidotum
εὖγε,eu,putealis
δυσκράτητος,moderanter
νεώτερος,nuperus
ὕπαυλος,subalaris
στερέω,spolio
διαρπαγή,depeculatus,expilatio
μύαγρος,muricus
ἀντεπιπλέω,campso
αἰακτός,elamentabilis
διασκευή,theatralis
ἀμοιβή,permuto
πυρσευτήρ,pyelus
ἀγάπησις,passio
ἀποστολή,exactus
ψηττόποδες,monopodius
χυτλόω,perluo,perlauo
ὑπόχολος,subluteus
καταλέω,permolo,emolo
διαλαγχάνω,sortior
ἁρμοζόντως,concuro
διατρύγιος,perterebro
ἡμιονικός,mularis
ὀκταπόδης,octoiugis,octonarius
διλογία,frequentamentum
ὀτλέω,pertolero
δυσμενέων,aegreo
κίσσα,praegno
ἐπιμηθής,cogitabundus
ἔγκυκλος,circularis
συνεκβιβάζω,solifer
τόργος,uulturinus,olorifer
ἀφροντιστέω,dictamnum
ἐπεξέρχομαι,exsequor
μεσοπόρος,meditullium
διάπαυμα,perquiesco
φιλόγλυκυς,diachyton,perdulcis
θρασυξενία,procacia
παρεπιγράφω,interscribo
συμπαραστάτης,auxiliator
ἱστίον,uelifico
ἐπαρκέω,propulso
ἀλθαία,hibiscum
ἐφέδρα,assessus,sessus
προϊάπτω,euergo
ὀβολοστάτης,toculio
ἐπιλαγχάνω,subnascor
ἐκμουσόω,addoceo
νέκρωσις,emortualis
ὑποσκηνόω,praetego
ἐπευθύνω,regulo
ἠμέν,ambo
φορμίζω,fidicino,pandurizo
κλίνη,lectus
πυρευτικός,ustrina
ἐλαί̈ς,cercitis,oleagineus
ὑπωρυχία,interstratus
καταβρίθω,cernulo
ἐνδάκνω,denticulatus
ἀσπιδηφόρος,scutulum,argyraspis
καταπίπτω,collabor
παρωνυμέω,nominito
ἔμποτος,potabilis
φιλελεύθερος,indolentia
κωβιός,gobius
ἀμετάδοτος,acoenonoetus
ἀβολέω,aduersitor
ἐνδιάω,hemeresios
βάγμα,suauiloquentia
συγκόλλησις,conglutinatio
ἀνειμάρθαι,confatalis
νέηλυς,transuena
παρετάζω,consimilo
συμβούλιον,consentium
συμμισέω,associo
ἐπιδείπνιος,sympoticus
προμνηστικός,onychitis
ξιφοκτόνος,ensiger
δομόω,muro
ἀντικάθημαι,obiaceo
χρηστοφιλία,perbonus
ἐθελούσιος,spontaneus
θυοδόκος,turalis
συνασεβέω,irreligiositas
ὄργυια,ulna
μάραθον,faeniculum
βόησις,ministratio
εὔδειπνος,polluctura
ἀποπλάζω,aberro
συναλίζω,esco
ποδίς,calceamen,calceamentum
διασαφέω,sereno
βόρβορος,argilla
προσεξηπειρόω,chersinus
ἀμέλει,nequaquam
ἐλύω,amicio
εἰναετής,undetriginta,undesexaginta
παλινόστιμος,domuitio,remeabilis
διαιτέω,exoratio
πρόθυσις,arula
πόνησις,annisus
παναφῆλιξ,compurgo
μόρφωμα,idos,formamentum
ὠκύαλος,thalassicus
δολιόπους,pedatim
πως,aliquis
ἄποψις,intuitus
βρόχος,laqueus
μελαίνω,nigro,pulleiaceus
ὑπόλισπος,plautus
δεκατηφόρος,decumates
λιγαίνω,dissereno
κάκκη,merda
λεπτοψάμαθος,harenula,saburralis
πολυκερδής,lucrificabilis
αὔλειος,aula
κόπτω,pulto
ἐπιστολιμαῖος,chartarius
θρῖον,maspetum
συμβόλαιον,faenus
ἐπεντρώματα,cuppes
ἐξοικήσιμος,habitabilis
λογεῖον,suggestum
εὐρυεδής,latifolius
ἀποδρέπω,praecerpo,subuello
προλεσχηνεύομαι,perteneo
ἑπτάμηνος,hebdomas,hebdomada
διδασκάλιον,harmonice
ἀνάπλοος,nauigatio
ἐκκομιδή,amotio
συνυπακούω,sardo
ἐνοίκιος,habitatio
συμφοράζω,queror
ὀξυμέριμνος,emeditatus
βάπτισις,baptisma
αἰολόπεπλος,crocotula
εἰσακοντίζω,amento
σεισάχθεια,quassus
πορθμεῖον,traiectus
προποιέω,praeformo,praemigro
ἀρίγνωτος,perinfamis
ὑπώρεια,oreon
ἀντιπαραβολή,municipatim
μεταγραπτέον,gleucinus
ἐξίσχω,promineo
ἐμποδιστής,offex
μεταδιδάσκω,addisco
μέγας,magnus
ἁμιλλάομαι,luctor
ἐνεψητέον,inferuefacio
κριηδόν,arietinus
ἀμνημόνευτος,impossibilis
μαθηματοπωλικός,negotiatorius
ποθή,appetentia,concupiscentia
τριηράρχημα,insumptum
περιρραίνω,irroro
ἀνακόπτω,reueho
ἀπερίσπαστος,iniunctus
καλαύρεια,conciuis
εὐάγωγος,exorabilis
ἀκάκωτος,luctificabilis
μισητής,osor
συννέω,structus,struix
συβήνη,monaulos
φωλεός,cuniculosus
γενεῆθεν,antegenitalis
ἀελλαῖος,nimbifer
θυμοδακής,mordacitas,mordax
καταμαρτύρομαι,ingesto
εὐρωστία,obesitas
ἀγχίγυος,circumluuio
τυφῶν,cometes
ἀρκτῷος,aquilonaris
προεξομαλίζω,inaequo
ἔγχυσις,epichysis,effusio
ὠμόφρων,perferus
ταυρόκρανος,taurulus
παρατέμνω,distrunco,deseco
κατευθύ,euthia
πυγών,undetricesimus
πορφυρίς,ostrum,ostrinus
προσδιατρίβω,praeconsumo
ἀνευθύνω,degrumor
ἄπειμι,abeo
ὀρεσσιβάτης,montiuagus
σησαμόεις,sesaminus,sesamoides
ἐφιζάνω,insideo
πέρασις,perficus
ἐκχαλκεύω,orichalcum
πλουτόχθων,illimatus
ὀλιγανθρωπέω,ternio
ἔμπηρος,mutilus
σωματεμπορέω,negotiatorius
ἱππωνέω,praestino
φυλία,elaphoboscon,oliuitas
κενεόφρων,micropsychus
κωλέα,niceterium
σιδήρεος,ferreus,ferrarius
ἐπιμητιάω,quantillus
ἐγκατακλείω,circumcludo
ἀγορά,forum
ἐκποίησις,condonatio
κερουτιάω,superiacto
παῖγμα,pandurizo
ἐνηχέω,inauritus
εἰσαφίημι,ascio
κατάξηρος,praerancidus
ἀποβολιμαῖος,apronia
ὠχρόλευκος,albogiluus,exalbidus
τρυγία,tropis
μεταναστεύω,superfugio
ἄσειστος,illabefactus
λαικάζω,praestigio
ἀνοιστέος,gleucinus
διασκαριφάομαι,ascalpo
ἀλληγορία,usce
ὑδνόφυλλον,argemone
δέμω,aedifico
βερβέριον,amicimen
λοχμώδης,porculetum
αὐτεπάγγελτος,met
πρᾶος,lenis,clemens
ἀμήνιτος,periratus,obirascor
ἐκκομίζω,progero
ποσάπους,quotumus
εἰδωλόθυτος,idolothytus
συγκαθείργω,oppilo,secludo
πολύβροχος,compluriens
ἐρισμάραγος,altitonans
προσκαταλέγω,computo
πλήσμιος,expletio
